l’;412
Roissy;1
j’;156
Blanche;3
Chantal;19
Nelly;7
L’;8
s’;57
Musca;1
Vietnam;5
Espagne;1
Suède;1
Parfois;1
Aucun;1
l’Aune;8
Le soleil;3
qu’;81
P.;3
Hanoï;7
Tiens;3
Derrière;2
Combien;19
ahuri;1
Allongez;2
Fixer;1
Tornade;1
Restez;3
Bretan;34
état;2
– Non;15
état de Chantal;1
ça n’;1
Ben;1
t’;65
Merde;13
– OK;1
Venez;2
Retoquera;1
Installez;1
Un Guy;1
Boit;1
A;4
t’es gentil;1
Sortir;1
Flopée;1
girolles;1
l’heure;3
Nouvelle;1
Vietnam l’;1
– Ah;1
– Est;1
Allez;19
Avais;1
Je l’;10
Jusque;1
Aussitôt;6
Trouver;7
Irak;1
Nulle;1
Plan;2
Bronzé;1
Souriant;1
Japon;1
vire;1
BANG;3
SELIMA;1
Pas;4
Virginie;2
Zoé;2
Margarita;2
Selima;8
Marie-Anne;1
Grenoble;2
petite Margarita;1
petite Violine;5
Sonnerie;1
Absente;1
Furax;1
Répondez;1
Là-bas;4
C’;7
Parfait;2
Mas-d’Artige;2
Alentour;2
plateau de Millevaches;1
Eux;2
Metz;1
Éteindre;1
Rire;1
Toi;6
bobo de Chantal;1
aimais;2
Tandis;3
violais;1
l’as-tu menacée;1
Pire;3
taillis;1
Garder;1
Débouler;1
Surgir;1
Putain;3
– Putain;2
Dans l’immédiat;1
Vivre;2
Moi;4
Trente-sept;1
Courir;5
Rompre;1
Et l’;1
Sitôt;2
Romain;10
– ;5
– Oui et;1
Dorian;2
– Oui;2
Passe-moi;1
OK;4
Joël;1
Stefan;1
Momo;1
Yanis;1
Pietr;1
Gilbert;1
Filer;1
Images;1
Notre collègue n’;1
Chantal t’;1
Corps;1
Barrage;1
Tenez;7
Sentir;2
Opacifier;1
Emportée;1
d’;3
Je l’avais regardé;1
jusqu’;1
– Faut;1
Kleenex;2
Heu;1
Répondre;1
Notre-Dame;1
On l’;1
Blanc;2
Uppercut;1
Quelque;2
Pareil;1
Collé;1
Éperdu;1
Est-elle;1
massif du Sancy;2
Gagne;1
Il l’;1
Fais;1
Cinq pubs;1
Dans l’;3
Moi, l’enfant;1
Valérie;2
Immense;1
Attends;5
– Ben;1
Atterris;1
t’occupes;1
– Tu l’;1
Indo;1
Algérie;2
Saloperies;1
fleurs de Chantal;1
Venir;1
Debout;1
Vendons;2
Parer;1
Empêcher;1
Réfléchis;1
Accepte;1
Faire;2
Raboter;1
Malgré l’;2
jardin de Guy;2
Voilà;1
– Chantal;1
ca;1
Rien;1
porto;1
Les;1
Dis-le !!;1
Dis-le que;1
m’;1
Partez;1
France;1
Foncer;1
Bondir;1
Tours;1
A10;1
E5;1
Bordeaux;2
Vierzon;1
Est;2
Indochine;2
SOLEIL;1
Légèrement;1
Pas l’;1
Mingia;1
Vu l’;1
Haut;1
Apeurées;1
Frank;1
Doucement;1
soleil;1
Mas-d’;1
Es-tu;1
La Courtine;1
Même l’;1
lac de Vassivière;1
jardin de Chantal;1
église là-bas;1
Figurez;1
Aubusson;1
Lucette;1
Arrêtez;1
Amérique;1
c’;1
Servez;1
Ussel;1
Clairavaux;1
Faut l’;1
Aurais;1
Essayez;1
aujourd’hui;1
Auvergne;1
Devrai;2
Notre Père;1
La terre;1
Fuir;1
Furibonde;1
Folle;1
Sache;1
je l’;1
t’aurais;1
Tu l’;2
Morte;1
Syrie;1
USA;1
Abdane;1
Pétrifié;1
Sirènes;1
– Arrive;1
t’es barré;1
Route;1
SUD;1
Reste;1
Laisse;1
Afrique;2
État;2
Sentant l’;1
Américains;1
Français;1
Anglaise;1
Tchad;1
de France;1
Paris;3
Élysée;2
Passé;1
Furieuse;1
Planter;1
procureur de la République;1
Menottes;1
Mlle;1
Fitoussi;1
allons-y.;1
Étrangement;1
Impassible;1
Malaise;1
Veuillez;2
Leurs;1
crever l’immonde;1
Delric;1
Prenez;1
Moi, l’;2
Sortez;1
Claridge;5
Gloussements;1
Rires;1
Hey;1
Fort;1
Bruit de l’;1
Qui s’;1
Fais-moi l’;1
Traverser;1
Écarter;1
Atteindre;1
Lentement;1
Larmes;1
honnie;1
serrure;1
Royaume;1
Agrandissant;1
Pardonne;1
P-S;1
Lorient;1
Centaure;1
Abbeville;1
nordcompo;1
